ID,NAME,PROJ_TYPE,ANIM_RELOAD,SIGHTED_TRANS,UNSIGHTED_TRANS,PROJECTILES,AMMO,SPEED,ATTACK_DELAY,DAMAGE_OUT_OF_RANGE,CAPACITY,WEIGHT,ATTACK_SPEED,AP,LOCALIZED_NAME,TAGS,DEF_MODS,EQTYPE,AT_POINTS,LEVELS,DAMAGE,CRIT,WEAP_EFFECT,MA,W_TYPE
002ba1d9,CamdenWhackerWeapon,,,,,,None,1.0,0.0,0.0,0,2.0,1.13889,25.0,Camden Whacker,Melee1H / ma_CanHaveNullMeleeMod / MeleeGeneral / Blunt / Hammer / Club,"[['000e7c3e'], ['000e7c3e'], ['000e7c3e']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 0000283c_ap_gun_MeleeMod,1,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_CommieWhackerDMG.json', ""{'curve': [{'x': 1, 'y': 5}, {'x': 5, 'y': 5}, {'x': 10, 'y': 5}, {'x': 15, 'y': 5}, {'x': 20, 'y': 5}, {'x': 25, 'y': 5}, {'x': 30, 'y': 5}, {'x': 35, 'y': 5}, {'x': 40, 'y': 5}, {'x': 45, 'y': 5}, {'x': 50, 'y': 5}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '001ef2b2'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,001c9e79_ma_CanHaveNullMeleeMod,Melee
00548794,Camera_Disposable,00000000,10.0,0.15,0.15,1,"{'id': '003f1211', 'name': 'Camera', 'full': 'Camera Film', 'ammo_type': 'Camera', 'value': 1, 'weight': 0.004999999888241291, 'projectile': {'id': '003f1228', 'name': 'ProjectileCamera', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",0.3,0.6,0.0,6,0.1,0.3,20.0,Recon Imager,NonOffensive / Camera,"[['0046f483', '0037d0c1']]",BothHands,00024004_ap_gun_receiver / 0002249f_ap_gun_Grip / 0002249d_ap_gun_Barrel / 00114364_ap_gun_Appearance,1,[],"{'mult': 0.0, 'charge': 0.0, 'spell': '00000000'}",,,Range
0046f481,Camera_SnapMatic,00000000,10.0,0.15,0.15,1,"{'id': '003f1211', 'name': 'Camera', 'full': 'Camera Film', 'ammo_type': 'Camera', 'value': 1, 'weight': 0.004999999888241291, 'projectile': {'id': '003f1228', 'name': 'ProjectileCamera', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",0.3,0.6,0.0,6,0.1,0.3,20.0,ProSnap Deluxe Camera,ma_Camera_SnapMatic / NonOffensive / Camera / ma_Gun_Appearance,"[['0046f483', '0037d0c1']]",BothHands,00024004_ap_gun_receiver / 0002249f_ap_gun_Grip / 0002249d_ap_gun_Barrel / 00114364_ap_gun_Appearance,1,[],"{'mult': 0.0, 'charge': 0.0, 'spell': '00000000'}",,003f121e_ma_Camera_SnapMatic / 0037d0b2_ma_Gun_Appearance,Range
0055c153,Cattleprod,,,,,,None,1.0,0.0,-1.0,0,2.0,1.13889,30.0,Cattleprod,Melee1H / ma_Melee_Appearance / ma_CattleProd / MeleeGeneral / Club / Blunt / ma_legendarycrafting_weaponmelee / ma_Misc_Legendarycrafting_Weapon_Melee4 / ma_legendarycrafting_weapon,"[['00591668', '005117bf']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 0000283c_ap_gun_MeleeMod / 001a001e_ap_melee_Appearance / 006214d8_ap_Legendary_Crafting,5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_CattleProdDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 18}, {'x': 10, 'y': 22}, {'x': 15, 'y': 30}, {'x': 20, 'y': 33}, {'x': 25, 'y': 36}, {'x': 30, 'y': 39}, {'x': 35, 'y': 42}, {'x': 40, 'y': 45}, {'x': 45, 'y': 48}, {'x': 50, 'y': 54}]}""], 'type': {'id': '00060a81', 'name': 'dtEnergy', 'full': 'Energy Damage'}, 'id': '0059f2cf'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,005117b1_ma_Melee_Appearance / 00591667_ma_CattleProd / 0060d1a6_ma_legendarycrafting_weaponmelee / 006214d4_ma_Misc_Legendarycrafting_Weapon_Melee4 / 00787e6e_ma_legendarycrafting_weapon,Melee
0004df01,Chainsaw_76,00000000,3.3667,0.3,0.3,1,None,0.5,1.0,-1.0,0,12.0,2.2,4.0,Chainsaw,ma_Chainsaw / ma_CanHaveNullMuzzle / Chainsaw / Melee2H / MeleeGeneral / ma_legendarycrafting_weaponmelee / ma_Misc_Legendarycrafting_Weapon_Melee4 / ma_Gun_Appearance / Bladed / AutomaticMelee / ma_legendarycrafting_weapon,"[['0004def8', '00597808', '0037d0c1'], ['003986ee', '00597808', '0037d0c1'], ['0004def8', '00597808', '0037d0c1']]",BothHands,0002249d_ap_gun_Barrel / 00022499_ap_gun_Scope / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 006214d8_ap_Legendary_Crafting / 00114364_ap_gun_Appearance,20 / 30 / 40 / 50,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_ChainsawDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 10}, {'x': 25, 'y': 12}, {'x': 30, 'y': 12}, {'x': 35, 'y': 14}, {'x': 40, 'y': 14}, {'x': 45, 'y': 16}, {'x': 50, 'y': 16}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0006db77'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,0004df04_ma_Chainsaw / 001c9e78_ma_CanHaveNullMuzzle / 0060d1a6_ma_legendarycrafting_weaponmelee / 006214d4_ma_Misc_Legendarycrafting_Weapon_Melee4 / 0037d0b2_ma_Gun_Appearance / 00787e6e_ma_legendarycrafting_weapon,Melee
003c96e5,CharGen_Binoculars_NoName,00000000,10.0,0.15,0.15,1,None,1.0,0.1,0.5,30,2.0,0.3,20.0,,ma_binoculars,"[['00002043', '00002044']]",BothHands,00024004_ap_gun_receiver / 001e32c8_ap_Legendary1 / 0002249f_ap_gun_Grip / 0002249d_ap_gun_Barrel,1 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50,[],"{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,00002041_ma_binoculars,Range
003c96e6,CharGen_GolfClub_NoName,,,,,,None,1.0,0.0,-1.0,0,12.0,1.80001,40.0,Default,Melee2H / MeleeGeneral / Archaic / Weird / Blunt / ma_golfclub,"[['0002b52a'], ['0002b52a']]",RightHand,0005524c_ap_melee_MeleeMod / 0000283c_ap_gun_MeleeMod,1 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_GolfClubDMG.json', ""{'curve': [{'x': 1, 'y': 24}, {'x': 5, 'y': 25}, {'x': 10, 'y': 25}, {'x': 15, 'y': 30}, {'x': 20, 'y': 30}, {'x': 25, 'y': 35}, {'x': 30, 'y': 35}, {'x': 35, 'y': 40}, {'x': 40, 'y': 40}, {'x': 45, 'y': 45}, {'x': 50, 'y': 45}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '001ef2f3'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,0007372c_ma_golfclub,Melee
00147be4,ChineseOfficerSword,,,,,,None,1.0,0.0,-1.0,0,3.0,1.13889,35.0,Chinese Officer Sword,Melee1H / ma_ChineseOfficerSword / Sword / MeleeGeneral / Bladed / ma_Melee_Appearance / ma_legendarycrafting_weaponmelee / ma_1hMelee / ma_Misc_Legendarycrafting_Weapon_Melee4 / ma_legendarycrafting_weapon,"[['00176df8', '005117bf'], ['00176df8'], ['00230303'], ['00176df8']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 001a001e_ap_melee_Appearance / 006214d8_ap_Legendary_Crafting,5 / 15 / 25 / 35 / 45,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_ChineseOfficerSwordDMG.json', ""{'curve': [{'x': 1, 'y': 10}, {'x': 5, 'y': 16}, {'x': 10, 'y': 16}, {'x': 15, 'y': 21}, {'x': 20, 'y': 21}, {'x': 25, 'y': 26}, {'x': 30, 'y': 26}, {'x': 35, 'y': 31}, {'x': 40, 'y': 31}, {'x': 45, 'y': 36}, {'x': 50, 'y': 36}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0006dbe5'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,0018782c_ma_ChineseOfficerSword / 005117b1_ma_Melee_Appearance / 0060d1a6_ma_legendarycrafting_weaponmelee / 00618468_ma_1hMelee / 006214d4_ma_Misc_Legendarycrafting_Weapon_Melee4 / 00787e6e_ma_legendarycrafting_weapon,Melee
000df42e,CombatRifle,00000000,3.20001,0.2,0.2,1,"{'id': '0001f66a', 'name': '45Caliber', 'full': '.45 Round', 'ammo_type': 'Ballistic', 'value': 2, 'weight': 0.003000000026077032, 'projectile': {'id': '000fbf99', 'name': 'Projectile357Caliber', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.3,0.5,20,7.0,0.83333,25.0,Combat Rifle,Ballistic / Rifle / ma_CombatRifle / ma_CanHaveNullMuzzle / Ranged / ma_Gun_Appearance / ma_legendarycrafting_weaponranged / ma_Misc_Legendarycrafting_Weapon_Ranged4 / ma_legendarycrafting_weapon / ma_legendarycrafting_weaponexplosivebullets,"[['00242f30', '00242f32', '00242f34', '00242f36', '00242f37', '0004f21d', '0037d0c1'], ['00242f30', '00242f32', '00242f34', '00242f36', '00242f37', '0004f21d'], ['001790ec', '001790e4', '001790e1', '001790e5', '001790ef', '001790e9'], ['00242f30', '00242f32', '00242f34', '00242f36', '00242f37', '0004f21d'], ['00242f30', '00242f32', '00242f35', '00242f36', '00242f37', '0004f21d'], ['0024300a', '002430ba', '00242f35', '00242f36', '00242f37', '0004f21d'], ['00242fd1', '002430bf', '00242f35', '00242f36', '00242f9b', '0004f21d'], ['001790ee', '001790e4', '001790e3', '001790e7', '001790f2', '001790ea'], ['001790ee', '001790e4', '001790e2', '001790e5', '001790ef', '001790ea'], ['001790ed', '001790e4', '001790e2', '001790e6', '001790f2', '001790e9'], ['001790ee', '001790e4', '001790e2', '001790e7', '001790f1', '001790eb'], ['00242f95', '00243082', '002430bf', '0024313b', '00243141']]",BothHands,00024004_ap_gun_receiver / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 00114364_ap_gun_Appearance / 006214d8_ap_Legendary_Crafting,20 / 30 / 40 / 50,"[{'value': 0, 'curv': ['Weapons\\Weap_CombatRifleDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 28}, {'x': 25, 'y': 28}, {'x': 30, 'y': 32}, {'x': 35, 'y': 32}, {'x': 40, 'y': 36}, {'x': 45, 'y': 36}, {'x': 50, 'y': 40}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0014941d'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,001790f7_ma_CombatRifle / 001c9e78_ma_CanHaveNullMuzzle / 0037d0b2_ma_Gun_Appearance / 005ff5f5_ma_legendarycrafting_weaponranged / 006214d7_ma_Misc_Legendarycrafting_Weapon_Ranged4 / 00787e6e_ma_legendarycrafting_weapon / 00788126_ma_legendarycrafting_weaponexplosivebullets,Range
0046d2a1,CombatRifle_Fixer,00000000,3.20001,0.2,0.2,1,"{'id': '0001f66a', 'name': '45Caliber', 'full': '.45 Round', 'ammo_type': 'Ballistic', 'value': 2, 'weight': 0.003000000026077032, 'projectile': {'id': '000fbf99', 'name': 'Projectile357Caliber', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.3,0.5,20,5.0,0.83333,25.0,The Fixer,Ballistic / Rifle / ma_CombatRifle / ma_CanHaveNullMuzzle / Ranged / ma_Gun_Appearance / ma_legendarycrafting_weaponranged / ma_Misc_Legendarycrafting_Weapon_Ranged4 / ma_TheFixer / ma_legendarycrafting_weapon / ma_legendarycrafting_weaponexplosivebullets,"[['0046d29e', '00242fd2', '002430bc', '002430fb', '00243142', '00242f94', '00242fa1', '005e4555']]",BothHands,00024004_ap_gun_receiver / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 00521926_AP_Item_Description / 00114364_ap_gun_Appearance / 006214d8_ap_Legendary_Crafting,20 / 30 / 40 / 50,"[{'value': 0, 'curv': ['Weapons\\Weap_CombatRifleDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 28}, {'x': 25, 'y': 28}, {'x': 30, 'y': 32}, {'x': 35, 'y': 32}, {'x': 40, 'y': 36}, {'x': 45, 'y': 36}, {'x': 50, 'y': 40}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0014941d'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,001790f7_ma_CombatRifle / 001c9e78_ma_CanHaveNullMuzzle / 0037d0b2_ma_Gun_Appearance / 005ff5f5_ma_legendarycrafting_weaponranged / 006214d7_ma_Misc_Legendarycrafting_Weapon_Ranged4 / 005e4554_ma_TheFixer / 00787e6e_ma_legendarycrafting_weapon / 00788126_ma_legendarycrafting_weaponexplosivebullets,Range
0014831c,CombatShotgun,00000000,3.20001,0.2,0.2,8,"{'id': '0001f673', 'name': 'ShotgunShell', 'full': 'Shotgun Shell', 'ammo_type': 'Ballistic', 'value': 2, 'weight': 0.006000000052154064, 'projectile': {'id': '0001f674', 'name': 'ProjectileShotgun', 'full': '', 'destructible': '', 'gravity': 0.0, 'speed': 1000.0, 'range': 10000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.5,0.1,8,7.0,0.83333,35.0,Combat Shotgun,Ballistic / Ranged / ma_CombatGun / ma_CanHaveNullMuzzle / Shotgun / ma_Gun_Appearance / ma_legendarycrafting_weaponranged / ma_Misc_Legendarycrafting_Weapon_Ranged4 / ma_legendarycrafting_weapon / ma_legendarycrafting_weaponexplosivebullets,"[['000498a1', '0020498f', '001f673d', '00203022', '002049a2', '0004f21d', '001f7fdc'], ['000498a1', '0020498f', '001f673d', '00203022', '002049a2', '0004f21d', '001f7fdc'], ['000498a1', '00186597', '0018658c', '0018658f', '00186590', '0018659a', '00186594'], ['000498a1', '0020498f', '001f673d', '00203022', '002049a2', '0004f21d', '001f7fdc'], ['000498a1', '0020498f', '001f66b4', '001f7fdc', '00203022', '002049a2', '0004f21d'], ['000498a1', '0020498e', '001f66b4', '001f7fdc', '00203022', '002049a2', '0004f21d'], ['000498a1', '00186599', '0018658e', '0018658f', '00186593', '0018659d', '00186595'], ['000498a1', '00186599', '0018658d', '0018658f', '00186591', '0018659d', '00186594'], ['000498a1', '00186598', '0018658d', '0018658f', '00186591', '0018659a', '00186594']]",BothHands,00024004_ap_gun_receiver / 000498a0_ap_Gun_UniversalOffset_Range / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 00114364_ap_gun_Appearance / 006214d8_ap_Legendary_Crafting,20 / 30 / 40 / 50,"[{'value': 0, 'curv': ['Weapons\\Weap_CombatShotgunDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 0}, {'x': 20, 'y': 60}, {'x': 25, 'y': 60}, {'x': 30, 'y': 70}, {'x': 35, 'y': 70}, {'x': 40, 'y': 80}, {'x': 45, 'y': 80}, {'x': 50, 'y': 90}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00149428'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,00100e48_ma_CombatGun / 001c9e78_ma_CanHaveNullMuzzle / 0037d0b2_ma_Gun_Appearance / 005ff5f5_ma_legendarycrafting_weaponranged / 006214d7_ma_Misc_Legendarycrafting_Weapon_Ranged4 / 00787e6e_ma_legendarycrafting_weapon / 00788126_ma_legendarycrafting_weaponexplosivebullets,Range
00013ce9,CompoundBow,00000000,2.6667,0.15,0.15,1,"{'id': '005a5dd2', 'name': 'Arrow_Broadhead', 'full': 'Arrow', 'ammo_type': 'Ballistic', 'value': 2, 'weight': 0.05000000074505806, 'projectile': {'id': '00013cec', 'name': 'ProjectileCompoundBow', 'full': '', 'destructible': '', 'gravity': 1.0, 'speed': 10000.0, 'range': 15000.0, 'expl': '00000000', 'relaunch': 0.25}, 'damage': 0.0, 'health': 0}",1.0,0.5,0.5,1,3.0,0.8333,20.0,Compound Bow,Bow / ma_Gun_Appearance / Ranged / ma_CompoundBow / ma_legendarycrafting_weaponranged / ma_Misc_Legendarycrafting_Weapon_Ranged4 / ma_All_Bow_MDSP / ma_CompoundBow_SightMods / ma_legendarycrafting_weapon,"[['00014017', '0057275d', '0037d0c1']]",BothHands,00024004_ap_gun_receiver / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 0011103b_ap_gun_Bolt / 00022499_ap_gun_Scope / 00114364_ap_gun_Appearance / 006214d8_ap_Legendary_Crafting,10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50,"[{'value': 0, 'curv': ['Weapons\\Weap_CompoundBowDMG.json', ""{'curve': [{'x': 1, 'y': 50}, {'x': 5, 'y': 55}, {'x': 10, 'y': 60}, {'x': 15, 'y': 65}, {'x': 20, 'y': 70}, {'x': 25, 'y': 75}, {'x': 30, 'y': 80}, {'x': 35, 'y': 85}, {'x': 40, 'y': 90}, {'x': 45, 'y': 95}, {'x': 50, 'y': 100}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '00568627'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,0037d0b2_ma_Gun_Appearance / 005723cb_ma_CompoundBow / 005ff5f5_ma_legendarycrafting_weaponranged / 006214d7_ma_Misc_Legendarycrafting_Weapon_Ranged4 / 0064bac6_ma_All_Bow_MDSP / 0068ba25_ma_CompoundBow_SightMods / 00787e6e_ma_legendarycrafting_weapon,Range
00699ab0,CrMolotovCocktail,"{'id': '0010c3c5', 'name': 'ProjectileMolotovCocktail', 'full': '', 'destructible': {'id': '000e574f', 'name': 'ExplosionFragGrenade', 'enchantment': '', 'damage_mult': 0, 'object': '', 'projectile': '00000000', 'exp_curv': ""Weapons\\Thrown\\Thrown_FragGrenade_DMG.json\n{'curve': [{'x': 1, 'y': 150}, {'x': 50, 'y': 150}]}"", 'force': 2000.0, 'damage': 150.0, 'd_type': '', 'd_value': 0, 'd_curv': '00000000'}, 'gravity': 0.5, 'speed': 1400.0, 'range': 15000.0, 'expl': {'id': '001d412e', 'name': 'ExplosionMolotovCocktail', 'enchantment': {'id': '002407fc', 'name': 'FXEnchFireHitMolotov', 'full': 'Molotov Fire Damage', 'type': 'Enchantment', 'target': 'Contact', 'e_type': 'Fire', 'mag_effects': [{'m_effect': {'id': '002407fd', 'name': 'FXFireHitVisualsMolotov', 'full': 'FX Shader Molotov Fire', 'keywords': ['DamageTypeFire'], 'd_type': {'id': '00060a82', 'name': 'dtFire', 'full': 'Fire Damage'}, 'resist': {'id': '000002e5', 'name': 'FireResist', 'full': 'Fire Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 8.0, 'area': 0, 'duration': 5, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Weapons\\Thrown\\Thrown_MolotovDOT_DMG.json\n{'curve': [{'x': 1, 'y': 8}, {'x': 50, 'y': 8}]}"", 'only_player': 'No'}, {'m_effect': {'id': '002407fd', 'name': 'FXFireHitVisualsMolotov', 'full': 'FX Shader Molotov Fire', 'keywords': ['DamageTypeFire'], 'd_type': {'id': '00060a82', 'name': 'dtFire', 'full': 'Fire Damage'}, 'resist': {'id': '000002e5', 'name': 'FireResist', 'full': 'Fire Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 8.0, 'area': 0, 'duration': 7, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': ""Weapons\\Thrown\\Thrown_MolotovDOT_DMG.json\n{'curve': [{'x': 1, 'y': 8}, {'x': 50, 'y': 8}]}"", 'only_player': 'No'}]}, 'damage_mult': 0, 'object': {'type': 'HAZD', 'value': {'id': '0023c9e6', 'name': 'FireHazardMolotov', 'full': 't Leg Factory Armor', 'effect': {'type': 'Spell', 'value': {'id': '00195904', 'name': 'FireHazard', 'full': 'Fire Hazard', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Contact', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '00023c61', 'name': 'FireHazardEffect', 'full': 'Fire Damage', 'keywords': ['NoRicochet', 'DamageTypeFire'], 'd_type': {'id': '00060a82', 'name': 'dtFire', 'full': 'Fire Damage'}, 'resist': {'id': '000002e5', 'name': 'FireResist', 'full': 'Fire Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Damage', 'e_type': 'Fire', 'target': 'Contact', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 5.0, 'area': 0, 'duration': 0, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}, 'radius': 16.0, 'lifeTime': 15.0, 'interval': 0.30000001192092896}}, 'projectile': '00000000', 'exp_curv': '00000000', 'force': 5.0, 'damage': 0.0, 'd_type': {'id': '00060a82', 'name': 'dtFire', 'full': 'Fire Damage'}, 'd_value': 0.0, 'd_curv': ""Weapons\\Thrown\\Thrown_MolotovCocktail_DMG.json\n{'curve': [{'x': 1, 'y': 50}, {'x': 50, 'y': 50}]}""}, 'relaunch': 0.25}",2.3333,0.25,0.25,1,None,1.0,0.0,1.0,0,0.5,1.83333,20.0,Molotov Cocktail,Grenade / Molotov / Thrown / FireDamage / Explosive,[],GrenadeSlot,,1,[],"{'mult': 2.0, 'charge': 1.0, 'spell': {'id': '001478ec', 'name': 'CritFire', 'full': '', 'type': 'Spell', 'time': 0.0, 'e_type': 'Fire', 'target': 'Self', 'duration': 0.0, 'range': 0.0, 'perk': '00000000', 'mag_effects': [{'m_effect': {'id': '001478ea', 'name': 'CritFireEffect', 'full': 'Immolation', 'keywords': ['DamageTypeFire'], 'd_type': '00149e5f', 'resist': {'id': '000002e5', 'name': 'FireResist', 'full': 'Fire Resistance'}, 'actor_value1': '00000000', 'projectile': '00000000', 'explosion': '00000000', 'a_type': 'Light', 'e_type': 'Fire', 'target': 'Self', 'actor_value2': '00000000', 'ability': '00000000', 'perk': '00000000'}, 'magnitude': 10.0, 'area': 0, 'duration': 45, 'actor': '', 'glob_duration': '', 'glob_magnitude': '', 'd_curv': '', 'only_player': 'No'}]}}",,,Thrown
0059b54f,Creature_Holiday_Weapon_CandyCane,,,,,,None,1.0,0.0,-1.0,0,2.0,1.1389,20.0,Robobrain Head,Melee1H / ma_WalkingCane / ma_CanHaveNullMeleeMod / MeleeGeneral / Club / Weird / Blunt,"[['0047737a', '000e7c3e'], ['000e7c3e', '0047737b'], ['00230314', '0047737b'], ['000e7c3e', '0047737b'], ['0047737b']]",RightHand,0005524c_ap_melee_MeleeMod / 001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 0032cd06_ap_Weapon_Model_Replacement,1 / 5 / 10 / 20 / 30 / 40 / 50,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_WalkingCaneDMG.json', ""{'curve': [{'x': 1, 'y': 17}, {'x': 5, 'y': 19}, {'x': 10, 'y': 22}, {'x': 15, 'y': 22}, {'x': 20, 'y': 27}, {'x': 25, 'y': 27}, {'x': 30, 'y': 32}, {'x': 35, 'y': 32}, {'x': 40, 'y': 37}, {'x': 45, 'y': 37}, {'x': 50, 'y': 42}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '001f1497'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,00185d12_ma_WalkingCane / 001c9e79_ma_CanHaveNullMeleeMod,Melee
0059b550,Creature_Holiday_Weapon_SlayBells,,,,,,None,1.0,0.0,-1.0,0,0.5,1.1389,25.0,,Unarmed / Gloves / ma_CanHaveNullMeleeMod / HandToHand / Instrument / MeleeGeneral / ma_DeathTambo,"[['000e7c3e', '0046073a'], ['000e7c3e', '00460736'], ['000e7c3e', '00460736']]",BothHandsLeftOptional,001e32c8_ap_Legendary1 / 004e89a8_ap_Legendary2 / 004e89a9_ap_Legendary3 / 004e89aa_ap_Legendary4 / 004e89ab_ap_Legendary5 / 0005524c_ap_melee_MeleeMod / 0032cd06_ap_Weapon_Model_Replacement,15 / 25 / 35 / 45,"[{'value': 0, 'curv': ['Weapons\\Melee\\Weap_DeathTamboDMG.json', ""{'curve': [{'x': 1, 'y': 0}, {'x': 5, 'y': 0}, {'x': 10, 'y': 0}, {'x': 15, 'y': 30}, {'x': 20, 'y': 30}, {'x': 25, 'y': 35}, {'x': 30, 'y': 35}, {'x': 35, 'y': 40}, {'x': 40, 'y': 40}, {'x': 45, 'y': 45}, {'x': 50, 'y': 45}]}""], 'type': {'id': '00060a87', 'name': 'dtPhysical', 'full': 'Physical Damage'}, 'id': '0011b602'}]","{'mult': 2.0, 'charge': 1.0, 'spell': '00000000'}",,001c9e79_ma_CanHaveNullMeleeMod / 004e0245_ma_DeathTambo,Unarmed
