Name,Level,dr,er,fire,poison,cold,rad,Health
alien_cpt-alpha-omega,81,250.0,250.0,250.0,250.0,250.0,250.0,10125.0
alien_cpt-alpha-omega,82,250.0,250.0,250.0,250.0,250.0,250.0,10250.0
alien_cpt-alpha-omega,83,250.0,250.0,250.0,250.0,250.0,250.0,10375.0
alien_cpt-alpha-omega,84,250.0,250.0,250.0,250.0,250.0,250.0,10500.0
alien_cpt-alpha-omega,85,250.0,250.0,250.0,250.0,250.0,250.0,10625.0
alien_cpt-alpha-omega,86,250.0,250.0,250.0,250.0,250.0,250.0,10750.0
alien_cpt-alpha-omega,87,250.0,250.0,250.0,250.0,250.0,250.0,10875.0
alien_cpt-alpha-omega,88,250.0,250.0,250.0,250.0,250.0,250.0,11000.0
alien_cpt-alpha-omega,89,250.0,250.0,250.0,250.0,250.0,250.0,11125.0
alien_cpt-alpha-omega,90,250.0,250.0,250.0,250.0,250.0,250.0,11250.0
alien_cpt-alpha-omega,91,250.0,250.0,250.0,250.0,250.0,250.0,11375.0
alien_cpt-alpha-omega,92,250.0,250.0,250.0,250.0,250.0,250.0,11500.0
alien_cpt-alpha-omega,93,250.0,250.0,250.0,250.0,250.0,250.0,11625.0
alien_cpt-alpha-omega,94,250.0,250.0,250.0,250.0,250.0,250.0,11750.0
alien_cpt-alpha-omega,95,250.0,250.0,250.0,250.0,250.0,250.0,11875.0
alien_cpt-alpha-omega,96,250.0,250.0,250.0,250.0,250.0,250.0,12000.0
alien_cpt-alpha-omega,97,250.0,250.0,250.0,250.0,250.0,250.0,12125.0
alien_cpt-alpha-omega,98,250.0,250.0,250.0,250.0,250.0,250.0,12250.0
alien_cpt-alpha-omega,99,250.0,250.0,250.0,250.0,250.0,250.0,12375.0
alien_cpt-alpha-omega,100,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,101,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,102,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,103,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,104,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,105,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,106,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,107,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,108,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,109,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,110,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,111,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,112,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,113,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,114,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,115,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,116,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,117,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,118,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,119,250,250,250,250,250,250,12500
alien_cpt-alpha-omega,120,250,250,250,250,250,250,12500
alien_general-zeta,1,27,27,27,1000,27,27,4500
alien_general-zeta,2,27.0,27.0,27.0,1000.0,27.0,27.0,4500.0
alien_general-zeta,3,27.0,27.0,27.0,1000.0,27.0,27.0,4500.0
alien_general-zeta,4,27.0,27.0,27.0,1000.0,27.0,27.0,4500.0
alien_general-zeta,5,27.0,27.0,27.0,1000.0,27.0,27.0,4500.0
alien_general-zeta,6,27.0,27.0,27.0,1000.0,27.0,27.0,4500.0
alien_general-zeta,7,27.0,27.0,27.0,1000.0,27.0,27.0,4500.0
alien_general-zeta,8,27.0,27.0,27.0,1000.0,27.0,27.0,4500.0
alien_general-zeta,9,27.0,27.0,27.0,1000.0,27.0,27.0,4500.0
alien_general-zeta,10,27,27,27,1000,27,27,4500
alien_general-zeta,11,28.1,28.1,28.1,1000.0,28.1,28.1,4500.0
alien_general-zeta,12,29.200000000000003,29.200000000000003,29.200000000000003,1000.0,29.200000000000003,29.200000000000003,4500.0
alien_general-zeta,13,30.300000000000004,30.300000000000004,30.300000000000004,1000.0,30.300000000000004,30.300000000000004,4500.0
alien_general-zeta,14,31.400000000000006,31.400000000000006,31.400000000000006,1000.0,31.400000000000006,31.400000000000006,4500.0
alien_general-zeta,15,32.50000000000001,32.50000000000001,32.50000000000001,1000.0,32.50000000000001,32.50000000000001,4500.0
alien_general-zeta,16,33.60000000000001,33.60000000000001,33.60000000000001,1000.0,33.60000000000001,33.60000000000001,4500.0
alien_general-zeta,17,34.70000000000001,34.70000000000001,34.70000000000001,1000.0,34.70000000000001,34.70000000000001,4500.0
alien_general-zeta,18,35.80000000000001,35.80000000000001,35.80000000000001,1000.0,35.80000000000001,35.80000000000001,4500.0
alien_general-zeta,19,36.90000000000001,36.90000000000001,36.90000000000001,1000.0,36.90000000000001,36.90000000000001,4500.0
alien_general-zeta,20,38,38,38,1000,38,38,4500
alien_general-zeta,21,41.7,41.7,41.7,1000.0,41.7,41.7,4650.0
alien_general-zeta,22,45.400000000000006,45.400000000000006,45.400000000000006,1000.0,45.400000000000006,45.400000000000006,4800.0
alien_general-zeta,23,49.10000000000001,49.10000000000001,49.10000000000001,1000.0,49.10000000000001,49.10000000000001,4950.0
alien_general-zeta,24,52.80000000000001,52.80000000000001,52.80000000000001,1000.0,52.80000000000001,52.80000000000001,5100.0
alien_general-zeta,25,56.500000000000014,56.500000000000014,56.500000000000014,1000.0,56.500000000000014,56.500000000000014,5250.0
alien_general-zeta,26,60.20000000000002,60.20000000000002,60.20000000000002,1000.0,60.20000000000002,60.20000000000002,5400.0
alien_general-zeta,27,63.90000000000002,63.90000000000002,63.90000000000002,1000.0,63.90000000000002,63.90000000000002,5550.0
alien_general-zeta,28,67.60000000000002,67.60000000000002,67.60000000000002,1000.0,67.60000000000002,67.60000000000002,5700.0
alien_general-zeta,29,71.30000000000003,71.30000000000003,71.30000000000003,1000.0,71.30000000000003,71.30000000000003,5850.0
alien_general-zeta,30,75,75,75,1000,75,75,6000
alien_general-zeta,31,75.0,75.0,75.0,1000.0,75.0,75.0,6150.0
alien_general-zeta,32,75.0,75.0,75.0,1000.0,75.0,75.0,6300.0
alien_general-zeta,33,75.0,75.0,75.0,1000.0,75.0,75.0,6450.0
alien_general-zeta,34,75.0,75.0,75.0,1000.0,75.0,75.0,6600.0
alien_general-zeta,35,75.0,75.0,75.0,1000.0,75.0,75.0,6750.0
alien_general-zeta,36,75.0,75.0,75.0,1000.0,75.0,75.0,6900.0
alien_general-zeta,37,75.0,75.0,75.0,1000.0,75.0,75.0,7050.0
alien_general-zeta,38,75.0,75.0,75.0,1000.0,75.0,75.0,7200.0
alien_general-zeta,39,75.0,75.0,75.0,1000.0,75.0,75.0,7350.0
alien_general-zeta,40,75,75,75,1000,75,75,7500
alien_general-zeta,41,75.0,75.0,75.0,1000.0,75.0,75.0,7650.0
alien_general-zeta,42,75.0,75.0,75.0,1000.0,75.0,75.0,7800.0
alien_general-zeta,43,75.0,75.0,75.0,1000.0,75.0,75.0,7950.0
alien_general-zeta,44,75.0,75.0,75.0,1000.0,75.0,75.0,8100.0
alien_general-zeta,45,75.0,75.0,75.0,1000.0,75.0,75.0,8250.0
alien_general-zeta,46,75.0,75.0,75.0,1000.0,75.0,75.0,8400.0
alien_general-zeta,47,75.0,75.0,75.0,1000.0,75.0,75.0,8550.0
alien_general-zeta,48,75.0,75.0,75.0,1000.0,75.0,75.0,8700.0
alien_general-zeta,49,75.0,75.0,75.0,1000.0,75.0,75.0,8850.0
alien_general-zeta,50,75,75,75,1000,75,75,9000
alien_general-zeta,51,82.5,82.5,82.5,1000.0,82.5,82.5,9150.0
alien_general-zeta,52,90.0,90.0,90.0,1000.0,90.0,90.0,9300.0
alien_general-zeta,53,97.5,97.5,97.5,1000.0,97.5,97.5,9450.0
alien_general-zeta,54,105.0,105.0,105.0,1000.0,105.0,105.0,9600.0
alien_general-zeta,55,112.5,112.5,112.5,1000.0,112.5,112.5,9750.0
alien_general-zeta,56,120.0,120.0,120.0,1000.0,120.0,120.0,9900.0
alien_general-zeta,57,127.5,127.5,127.5,1000.0,127.5,127.5,10050.0
alien_general-zeta,58,135.0,135.0,135.0,1000.0,135.0,135.0,10200.0
alien_general-zeta,59,142.5,142.5,142.5,1000.0,142.5,142.5,10350.0
alien_general-zeta,60,150,150,150,1000,150,150,10500
alien_general-zeta,61,150.0,150.0,150.0,1000.0,150.0,150.0,10650.0
alien_general-zeta,62,150.0,150.0,150.0,1000.0,150.0,150.0,10800.0
alien_general-zeta,63,150.0,150.0,150.0,1000.0,150.0,150.0,10950.0
alien_general-zeta,64,150.0,150.0,150.0,1000.0,150.0,150.0,11100.0
alien_general-zeta,65,150.0,150.0,150.0,1000.0,150.0,150.0,11250.0
alien_general-zeta,66,150.0,150.0,150.0,1000.0,150.0,150.0,11400.0
alien_general-zeta,67,150.0,150.0,150.0,1000.0,150.0,150.0,11550.0
alien_general-zeta,68,150.0,150.0,150.0,1000.0,150.0,150.0,11700.0
alien_general-zeta,69,150.0,150.0,150.0,1000.0,150.0,150.0,11850.0
alien_general-zeta,70,150,150,150,1000,150,150,12000
alien_general-zeta,71,150.0,150.0,150.0,1000.0,150.0,150.0,12150.0
alien_general-zeta,72,150.0,150.0,150.0,1000.0,150.0,150.0,12300.0
alien_general-zeta,73,150.0,150.0,150.0,1000.0,150.0,150.0,12450.0
alien_general-zeta,74,150.0,150.0,150.0,1000.0,150.0,150.0,12600.0
alien_general-zeta,75,150.0,150.0,150.0,1000.0,150.0,150.0,12750.0
alien_general-zeta,76,150.0,150.0,150.0,1000.0,150.0,150.0,12900.0
alien_general-zeta,77,150.0,150.0,150.0,1000.0,150.0,150.0,13050.0
alien_general-zeta,78,150.0,150.0,150.0,1000.0,150.0,150.0,13200.0
alien_general-zeta,79,150.0,150.0,150.0,1000.0,150.0,150.0,13350.0
alien_general-zeta,80,150,150,150,1000,150,150,13500
alien_general-zeta,81,150.0,150.0,150.0,1000.0,150.0,150.0,13650.0
alien_general-zeta,82,150.0,150.0,150.0,1000.0,150.0,150.0,13800.0
alien_general-zeta,83,150.0,150.0,150.0,1000.0,150.0,150.0,13950.0
alien_general-zeta,84,150.0,150.0,150.0,1000.0,150.0,150.0,14100.0
alien_general-zeta,85,150.0,150.0,150.0,1000.0,150.0,150.0,14250.0
alien_general-zeta,86,150.0,150.0,150.0,1000.0,150.0,150.0,14400.0
alien_general-zeta,87,150.0,150.0,150.0,1000.0,150.0,150.0,14550.0
alien_general-zeta,88,150.0,150.0,150.0,1000.0,150.0,150.0,14700.0
alien_general-zeta,89,150.0,150.0,150.0,1000.0,150.0,150.0,14850.0
alien_general-zeta,90,150.0,150.0,150.0,1000.0,150.0,150.0,15000.0
alien_general-zeta,91,150.0,150.0,150.0,1000.0,150.0,150.0,15150.0
alien_general-zeta,92,150.0,150.0,150.0,1000.0,150.0,150.0,15300.0
alien_general-zeta,93,150.0,150.0,150.0,1000.0,150.0,150.0,15450.0
alien_general-zeta,94,150.0,150.0,150.0,1000.0,150.0,150.0,15600.0
alien_general-zeta,95,150.0,150.0,150.0,1000.0,150.0,150.0,15750.0
alien_general-zeta,96,150.0,150.0,150.0,1000.0,150.0,150.0,15900.0
alien_general-zeta,97,150.0,150.0,150.0,1000.0,150.0,150.0,16050.0
alien_general-zeta,98,150.0,150.0,150.0,1000.0,150.0,150.0,16200.0
alien_general-zeta,99,150.0,150.0,150.0,1000.0,150.0,150.0,16350.0
alien_general-zeta,100,150,150,150,1000,150,150,16500
alien_general-zeta,101,150,150,150,1000,150,150,16500
alien_general-zeta,102,150,150,150,1000,150,150,16500
alien_general-zeta,103,150,150,150,1000,150,150,16500
alien_general-zeta,104,150,150,150,1000,150,150,16500
alien_general-zeta,105,150,150,150,1000,150,150,16500
alien_general-zeta,106,150,150,150,1000,150,150,16500
alien_general-zeta,107,150,150,150,1000,150,150,16500
